station,valid, tmpf ,  relh ,  skyc1 ,  skyc2 ,  skyc3
ORD,2016-05-02 08:20,50.00,61.76,CLR,M,M
ORD,2016-05-02 08:25,48.20,66.05,CLR,M,M
ORD,2016-05-02 08:30,48.20,66.05,CLR,M,M
ORD,2016-05-02 08:35,50.00,61.76,CLR,M,M
ORD,2016-05-02 08:40,50.00,61.76,CLR,M,M
ORD,2016-05-02 08:45,50.00,61.76,CLR,M,M
ORD,2016-05-02 08:50,50.00,61.76,FEW,SCT,M
ORD,2016-05-02 08:51,50.00,60.89,FEW,SCT,SCT
ORD,2016-05-02 08:55,50.00,61.76,CLR,M,M
ORD,2016-05-02 09:00,50.00,61.76,CLR,M,M
ORD,2016-05-02 09:05,51.80,57.77,CLR,M,M
ORD,2016-05-02 09:10,50.00,57.52,CLR,M,M
ORD,2016-05-02 09:15,51.80,57.77,CLR,M,M
ORD,2016-05-02 09:20,51.80,53.81,CLR,M,M
ORD,2016-05-02 09:25,51.80,53.81,CLR,M,M
ORD,2016-05-02 09:30,51.80,53.81,CLR,M,M
ORD,2016-05-02 09:35,51.80,57.77,CLR,M,M
ORD,2016-05-02 09:40,51.80,53.81,CLR,M,M
ORD,2016-05-02 09:45,51.80,57.77,FEW,FEW,M
ORD,2016-05-02 09:50,51.80,57.77,FEW,FEW,M
ORD,2016-05-02 09:51,51.98,56.58,FEW,FEW,SCT
ORD,2016-05-02 09:55,51.80,53.81,CLR,M,M
ORD,2016-05-02 10:00,51.80,53.81,CLR,M,M
ORD,2016-05-02 10:05,51.80,53.81,CLR,M,M
ORD,2016-05-02 10:10,51.80,57.77,CLR,M,M
ORD,2016-05-02 10:15,51.80,57.77,CLR,M,M
ORD,2016-05-02 10:20,51.80,57.77,CLR,M,M
ORD,2016-05-02 10:25,53.60,54.07,CLR,M,M
ORD,2016-05-02 10:30,53.60,54.07,CLR,M,M
ORD,2016-05-02 10:35,53.60,54.07,CLR,M,M
ORD,2016-05-02 10:40,53.60,54.07,CLR,M,M
ORD,2016-05-02 10:45,51.80,53.81,FEW,FEW,M
ORD,2016-05-02 10:50,51.80,53.81,FEW,FEW,M
ORD,2016-05-02 10:51,51.98,56.58,FEW,FEW,BKN
ORD,2016-05-02 10:55,51.80,53.81,CLR,M,M
ORD,2016-05-02 11:00,51.80,53.81,CLR,M,M
ORD,2016-05-02 11:05,51.80,53.81,CLR,M,M
ORD,2016-05-02 11:10,53.60,50.36,CLR,M,M
ORD,2016-05-02 11:15,53.60,54.07,CLR,M,M
ORD,2016-05-02 11:20,53.60,54.07,CLR,M,M
ORD,2016-05-02 11:25,53.60,54.07,CLR,M,M
ORD,2016-05-02 11:30,53.60,54.07,CLR,M,M
ORD,2016-05-02 11:35,53.60,54.07,CLR,M,M
ORD,2016-05-02 11:40,53.60,50.36,CLR,M,M
ORD,2016-05-02 11:45,55.40,47.16,FEW,FEW,M
ORD,2016-05-02 11:50,55.40,47.16,FEW,FEW,M
ORD,2016-05-02 11:51,55.04,48.47,FEW,FEW,BKN
ORD,2016-05-02 11:55,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:00,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:05,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:10,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:15,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:20,55.40,43.90,CLR,M,M
ORD,2016-05-02 12:25,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:30,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:35,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:40,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:45,55.40,47.16,CLR,M,M
ORD,2016-05-02 12:50,55.40,47.16,FEW,FEW,M
ORD,2016-05-02 12:51,55.94,45.26,FEW,FEW,BKN
ORD,2016-05-02 12:55,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:00,55.40,47.16,CLR,M,M
ORD,2016-05-02 13:05,55.40,47.16,CLR,M,M
ORD,2016-05-02 13:10,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:15,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:20,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:25,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:30,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:35,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:40,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:45,57.20,44.19,CLR,M,M
ORD,2016-05-02 13:50,57.20,44.19,FEW,FEW,M
ORD,2016-05-02 13:51,57.02,45.11,FEW,FEW,BKN
ORD,2016-05-02 13:55,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:00,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:05,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:10,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:15,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:20,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:25,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:30,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:35,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:40,57.20,44.19,CLR,M,M
ORD,2016-05-02 14:45,57.20,44.19,FEW,FEW,M
ORD,2016-05-02 14:50,57.20,44.19,FEW,FEW,M
ORD,2016-05-02 14:51,57.02,43.53,FEW,FEW,BKN
ORD,2016-05-02 14:55,57.20,44.19,CLR,M,M
ORD,2016-05-02 15:00,57.20,44.19,CLR,M,M
ORD,2016-05-02 15:05,57.20,41.13,CLR,M,M
ORD,2016-05-02 15:10,57.20,41.13,CLR,M,M
ORD,2016-05-02 15:15,57.20,44.19,CLR,M,M
ORD,2016-05-02 15:20,57.20,44.19,CLR,M,M
ORD,2016-05-02 15:25,57.20,41.13,CLR,M,M
ORD,2016-05-02 15:30,57.20,41.13,CLR,M,M
ORD,2016-05-02 15:35,57.20,41.13,CLR,M,M
ORD,2016-05-02 15:40,57.20,41.13,CLR,M,M
ORD,2016-05-02 15:45,57.20,41.13,FEW,FEW,M
ORD,2016-05-02 15:50,57.20,41.13,FEW,FEW,M
ORD,2016-05-02 15:51,57.02,40.22,FEW,FEW,SCT
ORD,2016-05-02 15:55,57.20,41.13,CLR,M,M
ORD,2016-05-02 16:00,57.20,41.13,CLR,M,M
ORD,2016-05-02 16:05,57.20,41.13,FEW,M,M
ORD,2016-05-02 16:10,57.20,41.13,FEW,M,M
ORD,2016-05-02 16:15,57.20,41.13,FEW,M,M
ORD,2016-05-02 16:20,57.20,41.13,FEW,M,M
ORD,2016-05-02 16:25,59.00,38.56,FEW,M,M
ORD,2016-05-02 16:30,57.20,41.13,SCT,M,M
ORD,2016-05-02 16:35,57.20,41.13,BKN,M,M
ORD,2016-05-02 16:40,57.20,41.13,BKN,M,M
ORD,2016-05-02 16:45,57.20,41.13,BKN,M,M
ORD,2016-05-02 16:50,57.20,41.13,BKN,M,M
ORD,2016-05-02 16:51,57.02,40.22,BKN,BKN,M
ORD,2016-05-02 16:55,55.40,43.90,OVC,M,M
ORD,2016-05-02 17:00,55.40,43.90,BKN,M,M
ORD,2016-05-02 17:05,55.40,43.90,BKN,M,M
ORD,2016-05-02 17:10,57.20,41.13,BKN,M,M
ORD,2016-05-02 17:15,57.20,41.13,BKN,M,M
ORD,2016-05-02 17:20,57.20,38.26,BKN,M,M
ORD,2016-05-02 17:25,55.40,40.84,BKN,M,M
ORD,2016-05-02 17:30,55.40,40.84,BKN,M,M
ORD,2016-05-02 17:35,55.40,43.90,BKN,M,M
ORD,2016-05-02 17:40,55.40,43.90,BKN,M,M
ORD,2016-05-02 17:45,55.40,43.90,BKN,M,M
ORD,2016-05-02 17:50,55.40,40.84,BKN,M,M
ORD,2016-05-02 17:51,55.94,40.05,BKN,BKN,M
ORD,2016-05-02 17:55,55.40,40.84,BKN,M,M
ORD,2016-05-02 18:00,55.40,40.84,BKN,M,M
ORD,2016-05-02 18:05,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:10,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:15,55.40,40.84,BKN,M,M
ORD,2016-05-02 18:20,55.40,40.84,BKN,M,M
ORD,2016-05-02 18:25,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:30,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:35,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:40,55.40,37.97,OVC,M,M
ORD,2016-05-02 18:45,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:50,55.40,37.97,BKN,M,M
ORD,2016-05-02 18:51,55.04,39.61,BKN,BKN,M
ORD,2016-05-02 18:55,53.60,40.54,BKN,M,M
ORD,2016-05-02 19:00,55.40,37.97,BKN,M,M
ORD,2016-05-02 19:05,55.40,37.97,BKN,M,M
ORD,2016-05-02 19:10,55.40,37.97,SCT,M,M
ORD,2016-05-02 19:15,53.60,40.54,FEW,M,M
ORD,2016-05-02 19:20,53.60,40.54,FEW,M,M
ORD,2016-05-02 19:25,53.60,40.54,SCT,M,M
ORD,2016-05-02 19:30,53.60,40.54,SCT,M,M
ORD,2016-05-02 19:35,53.60,40.54,SCT,M,M
ORD,2016-05-02 19:40,53.60,43.61,SCT,M,M
ORD,2016-05-02 19:45,53.60,40.54,BKN,M,M
ORD,2016-05-02 19:50,53.60,40.54,SCT,M,M
ORD,2016-05-02 19:51,51.98,44.31,SCT,SCT,M
ORD,2016-05-02 19:55,51.80,46.59,SCT,M,M
ORD,2016-05-02 20:00,51.80,46.59,SCT,M,M
ORD,2016-05-02 20:05,51.80,50.08,FEW,M,M
ORD,2016-05-02 20:10,51.80,50.08,FEW,M,M
ORD,2016-05-02 20:15,51.80,50.08,CLR,M,M
ORD,2016-05-02 20:20,51.80,50.08,CLR,M,M
ORD,2016-05-02 20:25,51.80,50.08,CLR,M,M
ORD,2016-05-02 20:30,50.00,53.54,CLR,M,M
ORD,2016-05-02 20:35,50.00,53.54,CLR,M,M
ORD,2016-05-02 20:40,50.00,53.54,CLR,M,M
ORD,2016-05-02 20:45,50.00,53.54,CLR,M,M
ORD,2016-05-02 20:50,50.00,53.54,FEW,M,M
ORD,2016-05-02 20:51,50.00,52.02,FEW,M,M
ORD,2016-05-02 20:55,50.00,53.54,CLR,M,M
ORD,2016-05-02 21:00,50.00,53.54,CLR,M,M
ORD,2016-05-02 21:05,48.20,57.26,CLR,M,M
ORD,2016-05-02 21:10,50.00,53.54,CLR,M,M
ORD,2016-05-02 21:15,48.20,57.26,CLR,M,M
ORD,2016-05-02 21:20,48.20,57.26,CLR,M,M
ORD,2016-05-02 21:25,48.20,57.26,CLR,M,M
ORD,2016-05-02 21:30,48.20,57.26,CLR,M,M
ORD,2016-05-02 21:35,48.20,57.26,FEW,M,M
ORD,2016-05-02 21:40,48.20,57.26,FEW,M,M
ORD,2016-05-02 21:45,48.20,57.26,FEW,M,M
ORD,2016-05-02 21:50,48.20,57.26,FEW,M,M
ORD,2016-05-02 21:51,48.02,58.07,FEW,M,M
ORD,2016-05-02 21:55,48.20,57.26,CLR,M,M
ORD,2016-05-02 22:00,48.20,57.26,CLR,M,M
ORD,2016-05-02 22:05,46.40,61.28,CLR,M,M
ORD,2016-05-02 22:10,46.40,61.28,CLR,M,M
ORD,2016-05-02 22:15,48.20,57.26,CLR,M,M
ORD,2016-05-02 22:20,46.40,61.28,CLR,M,M
ORD,2016-05-02 22:25,44.60,70.48,CLR,M,M
ORD,2016-05-02 22:30,44.60,70.48,CLR,M,M
ORD,2016-05-02 22:35,46.40,61.28,CLR,M,M
ORD,2016-05-02 22:40,46.40,61.28,CLR,M,M
ORD,2016-05-02 22:45,46.40,65.83,CLR,M,M
ORD,2016-05-02 22:50,44.60,70.48,CLR,M,M
ORD,2016-05-02 22:51,44.96,70.52,CLR,M,M
ORD,2016-05-02 22:55,46.40,65.83,CLR,M,M
ORD,2016-05-02 23:00,46.40,61.28,CLR,M,M
ORD,2016-05-02 23:05,46.40,61.28,CLR,M,M
ORD,2016-05-02 23:10,46.40,61.28,CLR,M,M
ORD,2016-05-02 23:15,44.60,70.48,CLR,M,M
ORD,2016-05-02 23:20,42.80,75.50,CLR,M,M
ORD,2016-05-02 23:25,42.80,75.50,CLR,M,M
ORD,2016-05-02 23:30,44.60,70.48,CLR,M,M
ORD,2016-05-02 23:35,42.80,75.50,CLR,M,M
ORD,2016-05-02 23:40,42.80,75.50,CLR,M,M
ORD,2016-05-02 23:45,44.60,70.48,CLR,M,M
ORD,2016-05-02 23:50,44.60,70.48,CLR,M,M
ORD,2016-05-02 23:51,44.06,70.42,CLR,M,M
ORD,2016-05-02 23:55,44.60,70.48,CLR,M,M
ORD,2016-05-03 00:00,44.60,75.68,CLR,M,M
ORD,2016-05-03 00:05,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:10,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:20,44.60,70.48,CLR,M,M
ORD,2016-05-03 00:25,44.60,70.48,CLR,M,M
ORD,2016-05-03 00:30,42.80,81.07,CLR,M,M
ORD,2016-05-03 00:35,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:40,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:45,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:50,42.80,75.50,CLR,M,M
ORD,2016-05-03 00:51,44.06,70.42,CLR,M,M
ORD,2016-05-03 00:55,44.60,70.48,CLR,M,M
ORD,2016-05-03 01:00,44.60,70.48,CLR,M,M
ORD,2016-05-03 01:05,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:10,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:20,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:25,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:30,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:35,41.00,80.93,CLR,M,M
ORD,2016-05-03 01:40,41.00,80.93,CLR,M,M
ORD,2016-05-03 01:45,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:50,42.80,75.50,CLR,M,M
ORD,2016-05-03 01:51,42.08,78.74,CLR,M,M
ORD,2016-05-03 01:55,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:00,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:05,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:10,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:20,39.20,86.79,CLR,M,M
ORD,2016-05-03 02:25,41.00,80.93,CLR,M,M
ORD,2016-05-03 02:30,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:35,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:40,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:45,42.80,75.50,CLR,M,M
ORD,2016-05-03 02:50,42.80,70.28,M,M,M
ORD,2016-05-03 02:51,41.00,75.88,FEW,M,M
ORD,2016-05-03 02:55,41.00,80.93,CLR,M,M
ORD,2016-05-03 03:00,41.00,80.93,CLR,M,M
ORD,2016-05-03 03:05,42.80,70.28,CLR,M,M
ORD,2016-05-03 03:10,42.80,70.28,CLR,M,M
ORD,2016-05-03 03:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:20,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:25,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:30,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:35,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:40,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:45,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:50,42.80,75.50,CLR,M,M
ORD,2016-05-03 03:51,42.08,75.98,CLR,M,M
ORD,2016-05-03 03:55,42.80,75.50,CLR,M,M
ORD,2016-05-03 04:00,42.80,75.50,CLR,M,M
ORD,2016-05-03 04:05,42.80,75.50,CLR,M,M
ORD,2016-05-03 04:10,41.00,80.93,CLR,M,M
ORD,2016-05-03 04:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 04:20,41.00,80.93,CLR,M,M
ORD,2016-05-03 04:25,41.00,80.93,CLR,M,M
ORD,2016-05-03 04:30,41.00,80.93,CLR,M,M
ORD,2016-05-03 04:35,41.00,80.93,CLR,M,M
ORD,2016-05-03 04:40,42.80,70.28,CLR,M,M
ORD,2016-05-03 04:45,41.00,75.33,CLR,M,M
ORD,2016-05-03 04:50,42.80,75.50,FEW,M,M
ORD,2016-05-03 04:51,42.08,75.98,FEW,FEW,M
ORD,2016-05-03 04:55,42.80,75.50,CLR,M,M
ORD,2016-05-03 05:00,42.80,75.50,CLR,M,M
ORD,2016-05-03 05:05,42.80,75.50,CLR,M,M
ORD,2016-05-03 05:10,42.80,75.50,CLR,M,M
ORD,2016-05-03 05:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 05:20,41.00,75.33,CLR,M,M
ORD,2016-05-03 05:25,41.00,75.33,CLR,M,M
ORD,2016-05-03 05:30,41.00,75.33,CLR,M,M
ORD,2016-05-03 05:35,41.00,75.33,CLR,M,M
ORD,2016-05-03 05:40,39.20,80.79,CLR,M,M
ORD,2016-05-03 05:45,39.20,80.79,CLR,M,M
ORD,2016-05-03 05:50,39.20,80.79,FEW,M,M
ORD,2016-05-03 05:51,41.00,75.88,FEW,SCT,SCT
ORD,2016-05-03 05:55,41.00,75.33,CLR,M,M
ORD,2016-05-03 06:00,41.00,80.93,CLR,M,M
ORD,2016-05-03 06:05,41.00,80.93,CLR,M,M
ORD,2016-05-03 06:10,42.80,75.50,CLR,M,M
ORD,2016-05-03 06:15,42.80,75.50,CLR,M,M
ORD,2016-05-03 06:20,42.80,75.50,FEW,M,M
ORD,2016-05-03 06:25,42.80,75.50,SCT,M,M
ORD,2016-05-03 06:30,44.60,75.68,BKN,M,M
ORD,2016-05-03 06:35,44.60,75.68,BKN,M,M
ORD,2016-05-03 06:40,46.40,70.68,BKN,M,M
ORD,2016-05-03 06:45,46.40,70.68,OVC,M,M
ORD,2016-05-03 06:50,46.40,70.68,BKN,M,M
ORD,2016-05-03 06:51,46.94,68.28,OVC,M,M
ORD,2016-05-03 06:55,46.40,70.68,OVC,M,M
ORD,2016-05-03 07:00,46.40,65.83,OVC,M,M
ORD,2016-05-03 07:05,46.40,65.83,OVC,M,M
ORD,2016-05-03 07:10,46.40,65.83,OVC,M,M
ORD,2016-05-03 07:15,46.40,65.83,OVC,M,M
ORD,2016-05-03 07:20,48.20,61.52,OVC,M,M
ORD,2016-05-03 07:25,48.20,61.52,OVC,M,M
ORD,2016-05-03 07:30,48.20,61.52,BKN,M,M
ORD,2016-05-03 07:35,48.20,61.52,BKN,M,M
ORD,2016-05-03 07:40,48.20,61.52,OVC,M,M
ORD,2016-05-03 07:45,48.20,61.52,BKN,M,M
ORD,2016-05-03 07:50,48.20,61.52,BKN,M,M
ORD,2016-05-03 07:51,48.92,60.74,BKN,M,M
ORD,2016-05-03 07:55,50.00,57.52,OVC,M,M
ORD,2016-05-03 08:00,50.00,57.52,OVC,M,M
ORD,2016-05-03 08:05,51.80,53.81,OVC,M,M
ORD,2016-05-03 08:10,50.00,57.52,BKN,M,M
ORD,2016-05-03 08:15,51.80,53.81,BKN,M,M
ORD,2016-05-03 08:20,53.60,50.36,SCT,M,M
ORD,2016-05-03 08:25,53.60,50.36,SCT,M,M
ORD,2016-05-03 08:30,53.60,50.36,FEW,M,M
ORD,2016-05-03 08:35,53.60,54.07,FEW,M,M
ORD,2016-05-03 08:40,53.60,50.36,FEW,M,M
ORD,2016-05-03 08:45,55.40,50.64,CLR,M,M
ORD,2016-05-03 08:50,55.40,47.16,FEW,FEW,M
ORD,2016-05-03 08:51,55.94,46.91,FEW,FEW,M
ORD,2016-05-03 08:55,55.40,47.16,CLR,M,M
ORD,2016-05-03 09:00,55.40,47.16,CLR,M,M
ORD,2016-05-03 09:05,55.40,47.16,CLR,M,M
ORD,2016-05-03 09:10,55.40,47.16,CLR,M,M
ORD,2016-05-03 09:15,57.20,47.44,CLR,M,M
ORD,2016-05-03 09:20,57.20,47.44,CLR,M,M
ORD,2016-05-03 09:25,57.20,47.44,FEW,M,M
ORD,2016-05-03 09:30,57.20,47.44,CLR,M,M
ORD,2016-05-03 09:35,57.20,50.91,CLR,M,M
ORD,2016-05-03 09:40,59.00,47.72,CLR,M,M
ORD,2016-05-03 09:45,57.20,50.91,CLR,M,M
ORD,2016-05-03 09:50,59.00,47.72,FEW,FEW,M
ORD,2016-05-03 09:51,59.00,47.39,FEW,FEW,M
ORD,2016-05-03 09:55,57.20,50.91,CLR,M,M
ORD,2016-05-03 10:00,59.00,47.72,CLR,M,M
ORD,2016-05-03 10:05,59.00,47.72,CLR,M,M
ORD,2016-05-03 10:15,59.00,47.72,CLR,M,M
ORD,2016-05-03 10:20,60.80,44.76,CLR,M,M
ORD,2016-05-03 10:25,60.80,44.76,CLR,M,M
ORD,2016-05-03 10:30,60.80,48.00,CLR,M,M
ORD,2016-05-03 10:35,60.80,44.76,CLR,M,M
ORD,2016-05-03 10:40,60.80,44.76,CLR,M,M
ORD,2016-05-03 10:45,60.80,44.76,CLR,M,M
ORD,2016-05-03 10:50,60.80,44.76,FEW,M,M
ORD,2016-05-03 10:51,60.98,45.74,FEW,M,M
ORD,2016-05-03 10:55,62.60,42.00,FEW,M,M
ORD,2016-05-03 11:00,62.60,39.14,FEW,M,M
ORD,2016-05-03 11:05,62.60,39.14,FEW,M,M
ORD,2016-05-03 11:10,62.60,42.00,FEW,M,M
ORD,2016-05-03 11:15,62.60,42.00,FEW,M,M
ORD,2016-05-03 11:20,64.40,39.43,CLR,M,M
ORD,2016-05-03 11:25,64.40,39.43,CLR,M,M
ORD,2016-05-03 11:30,64.40,36.74,FEW,M,M
ORD,2016-05-03 11:35,64.40,39.43,FEW,M,M
ORD,2016-05-03 11:40,64.40,36.74,SCT,SCT,M
ORD,2016-05-03 11:50,62.60,42.00,SCT,BKN,M
ORD,2016-05-03 11:51,64.04,39.65,SCT,BKN,M
ORD,2016-05-03 11:55,62.60,42.00,SCT,BKN,M
ORD,2016-05-03 12:00,62.60,42.00,SCT,BKN,M
ORD,2016-05-03 12:05,62.60,42.00,SCT,OVC,M
ORD,2016-05-03 12:10,64.40,39.43,FEW,BKN,M
ORD,2016-05-03 12:15,64.40,36.74,FEW,BKN,M
ORD,2016-05-03 12:20,64.40,36.74,FEW,BKN,M
ORD,2016-05-03 12:25,64.40,39.43,FEW,BKN,M
ORD,2016-05-03 12:35,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 12:40,62.60,36.45,OVC,M,M
ORD,2016-05-03 12:45,62.60,39.14,FEW,BKN,M
ORD,2016-05-03 12:50,62.60,39.14,FEW,BKN,M
ORD,2016-05-03 12:51,62.96,39.47,FEW,BKN,M
ORD,2016-05-03 12:55,62.60,39.14,OVC,M,M
ORD,2016-05-03 13:00,62.60,36.45,OVC,M,M
ORD,2016-05-03 13:05,62.60,36.45,OVC,M,M
ORD,2016-05-03 13:15,64.40,36.74,BKN,OVC,M
ORD,2016-05-03 13:20,64.40,36.74,OVC,M,M
ORD,2016-05-03 13:25,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 13:30,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 13:35,64.40,36.74,OVC,M,M
ORD,2016-05-03 13:40,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 13:45,64.40,36.74,SCT,BKN,M
ORD,2016-05-03 13:50,64.40,36.74,SCT,BKN,M
ORD,2016-05-03 13:51,64.04,38.01,SCT,BKN,M
ORD,2016-05-03 13:55,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 14:00,64.40,36.74,SCT,OVC,M
ORD,2016-05-03 14:05,62.60,39.14,BKN,OVC,M
ORD,2016-05-03 14:10,64.40,36.74,SCT,OVC,M
ORD,2016-05-03 14:15,64.40,34.22,FEW,OVC,M
ORD,2016-05-03 14:20,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 14:25,64.40,34.22,BKN,OVC,M
ORD,2016-05-03 14:30,62.60,39.14,OVC,M,M
ORD,2016-05-03 14:35,62.60,39.14,OVC,M,M
ORD,2016-05-03 14:40,64.40,36.74,OVC,M,M
ORD,2016-05-03 14:45,64.40,36.74,OVC,M,M
ORD,2016-05-03 14:50,64.40,36.74,FEW,BKN,M
ORD,2016-05-03 14:51,64.94,36.83,FEW,BKN,M
ORD,2016-05-03 14:55,64.40,36.74,OVC,M,M
ORD,2016-05-03 15:00,64.40,36.74,SCT,OVC,M
ORD,2016-05-03 15:10,66.20,37.03,FEW,BKN,BKN
ORD,2016-05-03 15:15,66.20,37.03,FEW,BKN,M
ORD,2016-05-03 15:20,66.20,37.03,FEW,BKN,M
ORD,2016-05-03 15:25,66.20,37.03,FEW,BKN,M
ORD,2016-05-03 15:30,64.40,39.43,BKN,M,M
ORD,2016-05-03 15:35,64.40,36.74,OVC,M,M
ORD,2016-05-03 15:40,64.40,36.74,OVC,M,M
ORD,2016-05-03 15:45,64.40,36.74,OVC,M,M
ORD,2016-05-03 15:50,64.40,36.74,BKN,M,M
ORD,2016-05-03 15:51,64.04,38.01,BKN,M,M
ORD,2016-05-03 15:55,64.40,36.74,OVC,M,M
ORD,2016-05-03 16:00,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 16:05,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 16:10,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 16:15,66.20,37.03,FEW,OVC,M
ORD,2016-05-03 16:20,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 16:25,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 16:30,64.40,36.74,BKN,M,M
ORD,2016-05-03 16:35,64.40,39.43,FEW,BKN,M
ORD,2016-05-03 16:40,64.40,36.74,SCT,BKN,M
ORD,2016-05-03 16:45,64.40,36.74,FEW,BKN,M
ORD,2016-05-03 16:50,64.40,36.74,FEW,BKN,M
ORD,2016-05-03 16:51,64.94,36.83,FEW,BKN,M
ORD,2016-05-03 16:55,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 17:00,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 17:05,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 17:10,64.40,36.74,SCT,OVC,M
ORD,2016-05-03 17:15,64.40,36.74,SCT,OVC,M
ORD,2016-05-03 17:20,64.40,39.43,FEW,OVC,M
ORD,2016-05-03 17:25,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 17:30,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 17:35,64.40,36.74,FEW,OVC,M
ORD,2016-05-03 17:40,64.40,36.74,OVC,M,M
ORD,2016-05-03 17:45,64.40,36.74,OVC,M,M
ORD,2016-05-03 17:50,64.40,36.74,BKN,M,M
ORD,2016-05-03 17:51,64.04,38.01,BKN,OVC,M
ORD,2016-05-03 17:55,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:00,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:05,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:10,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:15,64.40,39.43,OVC,M,M
ORD,2016-05-03 18:25,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:30,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:35,64.40,36.74,OVC,M,M
ORD,2016-05-03 18:40,64.40,36.74,BKN,M,M
ORD,2016-05-03 18:45,64.40,36.74,BKN,M,M
ORD,2016-05-03 18:50,62.60,39.14,BKN,M,M
ORD,2016-05-03 18:51,62.96,39.47,BKN,OVC,M
