Day of Week,Time,Attendence,Place in Quarter,W1,W2,W3,W4,W5,W6,W7,W8
7,1700,Not Crowded,3,0.6486486486486487,80.96,54.35,21.7,0.00,FEW,SCT,SCT
5,1400,Not Crowded,4,0,86.00,32.36,17.1,0.00,FEW,SCT,M
6,1900,Moderately Crowded,2,0.44594594594594594,33.08,77.96,6.8,0.00,CLR,M,M
2,600,Not Crowded,1,0.09876543209876543,62.96,90.31,14.8,0.00,OVC,M,M
4,900,Moderately Crowded,0,0,75.02,59.72,14.8,0.00,FEW,SCT,M
7,1300,Moderately Crowded,1,0.7654320987654321,24.98,62.55,10.3,0.00,FEW,FEW,M
1,830,Not Crowded,4,0,75.92,73.68,10.3,0.00,FEW,SCT,M
4,2330,Not Crowded,3,0.6081081081081081,55.94,86.52,6.8,0.12,BKN,OVC,M
3,900,Not Crowded,0,0,44.06,92.69,13.7,0.03,SCT,BKN,OVC
5,1800,Moderately Crowded,3,0.0410958904109589,42.08,82.17,8.0,0.00,BKN,BKN,M
2,2230,Not Crowded,2,0.581081081081081,24.98,87.96,5.7,0.00,FEW,M,M
5,1330,Not Crowded,4,0,80.96,43.99,10.3,0.00,FEW,SCT,BKN
6,830,Not Crowded,0,0,37.04,78.31,3.4,0.00,OVC,M,M
6,2130,Not Crowded,3,0.4383561643835616,44.60,100.00,16.0,M,OVC,M,M
4,1530,Moderately Crowded,1,0.20987654320987653,75.02,51.47,10.3,0.00,FEW,BKN,BKN
7,600,Not Crowded,4,0,69.08,75.40,0.0,0.00,FEW,SCT,M
1,2000,Pretty Crowded,1,0.345679012345679,64.94,35.55,22.8,0.00,BKN,BKN,M
3,1230,Not Crowded,3,0.7837837837837838,71.96,61.28,16.0,0.00,FEW,SCT,BKN
3,2030,Moderately Crowded,3,0.40540540540540543,46.94,60.47,3.4,0.00,SCT,BKN,M
5,1430,Jam Packed Very Crowded,0,0,73.94,87.45,6.8,0.00,SCT,BKN,OVC
5,1830,Not Crowded,3,0.7162162162162162,57.02,28.89,10.3,0.00,OVC,M,M
7,1100,Not Crowded,4,0,73.94,78.72,5.7,0.00,FEW,BKN,OVC
7,2300,Not Crowded,3,0.17567567567567569,59.00,45.43,9.1,0.00,OVC,M,M
6,1700,Not Crowded,4,0,75.02,36.90,12.5,0.00,FEW,FEW,SCT
2,730,Not Crowded,0,0,66.02,65.07,6.8,0.00,FEW,BKN,M
2,1600,Moderately Crowded,4,0,80.06,39.22,13.7,0.00,SCT,SCT,M
3,1800,Moderately Crowded,3,0.972972972972973,75.92,55.77,13.7,0.00,FEW,SCT,BKN
2,1000,Moderately Crowded,2,0.4864864864864865,17.06,69.99,13.7,0.00,SCT,BKN,BKN
1,730,Not Crowded,4,0,68.00,93.38,12.5,0.11,FEW,SCT,BKN
4,2300,Not Crowded,1,0.6419753086419753,42.08,59.36,19.4,0.00,OVC,M,M
4,2300,Not Crowded,2,0.6081081081081081,41.00,67.09,18.2,0.00,BKN,OVC,M
5,900,Not Crowded,3,0.2328767123287671,55.04,39.61,8.0,0.00,FEW,M,M
6,2000,Not Crowded,4,0,71.96,73.30,8.0,0.00,FEW,BKN,OVC
3,1530,Not Crowded,0,0,28.04,74.61,11.4,0.00,OVC,M,M
2,2130,Not Crowded,1,0.9629629629629629,46.04,85.97,12.5,0.00,FEW,OVC,M
1,630,Not Crowded,3,0.3698630136986301,62.06,67.24,9.1,0.00,FEW,SCT,M
2,1030,Moderately Crowded,3,0.6756756756756757,51.08,60.60,17.1,0.00,BKN,BKN,M
5,1100,Moderately Crowded,2,0.24324324324324326,26.60,86.07,10.3,0.00,SCT,BKN,OVC
5,1830,Not Crowded,0,0,39.92,67.45,9.1,0.00,FEW,M,M
7,2300,Not Crowded,1,0.07407407407407407,66.02,89.86,4.6,0.00,BKN,M,M
5,1830,Not Crowded,4,0,82.04,30.50,17.1,0.00,CLR,M,M
2,2230,Not Crowded,2,0.013513513513513514,28.04,71.26,10.3,0.00,SCT,M,M
2,1130,Moderately Crowded,3,0.581081081081081,50.00,65.80,23.9,0.00,OVC,M,M
4,1300,Moderately Crowded,3,0.04054054054054054,57.92,83.82,18.2,0.00,BKN,BKN,OVC
1,1400,Not Crowded,2,0.1891891891891892,6.98,51.74,12.5,0.00,FEW,M,M
4,1430,Moderately Crowded,3,0.32432432432432434,51.98,24.81,6.8,0.00,FEW,M,M
2,600,Not Crowded,1,0.18518518518518517,55.04,93.02,5.7,0.00,SCT,BKN,OVC
6,2030,Not Crowded,4,0,77.00,84.46,8.0,0.00,SCT,M,M
1,800,Not Crowded,3,0.0945945945945946,48.92,63.39,5.7,0.00,OVC,M,M
4,2200,Not Crowded,0,0,30.02,78.27,17.1,0.00,OVC,M,M
4,1030,Moderately Crowded,2,0.4189189189189189,24.98,59.65,9.1,0.00,FEW,FEW,M
4,2300,Not Crowded,3,0.3150684931506849,55.04,77.15,0.0,0.00,SCT,SCT,BKN
5,830,Not Crowded,4,0,78.08,81.50,11.4,0.00,FEW,FEW,SCT
3,1300,Not Crowded,3,0.6891891891891891,46.04,43.34,14.8,0.00,OVC,M,M
3,1530,Moderately Crowded,2,0.12162162162162163,19.04,73.67,9.1,0.00,OVC,M,M
7,830,Not Crowded,3,0.0684931506849315,33.98,53.91,16.0,0.00,BKN,M,M
4,800,Not Crowded,3,0.8918918918918919,66.92,72.81,9.1,0.00,FEW,BKN,M
6,1000,Not Crowded,3,0.8243243243243243,55.94,93.05,13.7,0.01,BKN,BKN,OVC
4,2130,Moderately Crowded,1,0.2962962962962963,48.92,49.64,5.7,0.00,CLR,M,M
6,700,Not Crowded,4,0,66.92,67.79,4.6,0.00,CLR,M,M
4,1730,Not Crowded,1,0.8148148148148148,60.08,80.19,17.1,0.00,SCT,BKN,OVC
5,1100,Not Crowded,4,0,80.96,69.32,12.5,0.00,BKN,BKN,M
1,1700,Jam Packed Very Crowded,1,0.5185185185185185,62.96,46.37,11.4,0.00,FEW,M,M
4,1900,Pretty Crowded,1,0.4691358024691358,46.04,65.32,8.0,0.00,OVC,M,M
7,1930,Moderately Crowded,1,0.3333333333333333,46.94,65.43,6.8,0.00,CLR,M,M
6,1130,Moderately Crowded,0,0,64.04,64.84,12.5,0.00,SCT,SCT,M
7,2030,Not Crowded,2,0.2702702702702703,26.96,88.73,5.7,0.00,BKN,OVC,M
3,1600,Not Crowded,0,0,55.04,86.47,18.2,0.00,SCT,SCT,SCT
1,2000,Moderately Crowded,3,0.28378378378378377,42.98,62.16,11.4,0.00,SCT,M,M
3,2130,Not Crowded,3,0.7837837837837838,64.94,67.57,3.4,0.00,CLR,M,M
1,1400,Not Crowded,4,0,82.94,58.51,6.8,0.00,SCT,BKN,BKN
6,1130,Moderately Crowded,1,0.5802469135802469,51.08,54.09,18.2,0.00,BKN,BKN,BKN
4,1330,Not Crowded,1,0.2962962962962963,64.04,42.82,8.0,0.00,FEW,BKN,M
7,2130,Not Crowded,1,0.16049382716049382,57.02,86.58,9.1,0.00,OVC,M,M
3,800,Not Crowded,2,0.7837837837837838,19.04,51.11,4.6,0.00,FEW,M,M
5,1830,Not Crowded,0,0,73.04,81.14,10.3,0.00,FEW,FEW,SCT
1,1330,Moderately Crowded,1,0.345679012345679,69.08,27.29,23.9,0.00,BKN,M,M
4,1130,Not Crowded,0,0,64.94,58.39,18.2,0.00,BKN,M,M
7,2230,Not Crowded,3,0.8378378378378378,48.02,67.92,9.1,0.00,BKN,OVC,M
6,1830,Moderately Crowded,3,0.35135135135135137,42.08,72.78,12.5,0.00,SCT,BKN,OVC
2,1500,Not Crowded,3,0.581081081081081,55.04,54.67,16.0,0.00,BKN,M,M
2,600,Not Crowded,4,0,62.96,90.31,5.7,0.00,FEW,FEW,M
7,700,Not Crowded,2,0.8378378378378378,33.98,78.62,12.5,0.00,BKN,M,M
5,1530,Not Crowded,0,0,80.06,45.30,10.3,0.00,SCT,BKN,BKN
4,1900,Moderately Crowded,0,0,64.94,77.99,13.7,0.00,FEW,SCT,BKN
2,1200,Not Crowded,0,0,66.02,56.23,6.8,0.00,BKN,M,M
3,1000,Not Crowded,1,0.9753086419753086,48.02,73.39,10.3,0.00,CLR,M,M
5,900,Not Crowded,1,0.3950617283950617,57.02,57.29,17.1,0.00,FEW,SCT,BKN
2,1600,Moderately Crowded,2,0.3918918918918919,35.96,96.49,17.1,0.02,OVC,M,M
1,1530,Moderately Crowded,1,0.1728395061728395,59.00,86.69,8.0,0.00,OVC,M,M
3,630,Pretty Crowded,3,0.5945945945945946,42.98,70.30,10.3,0.00,FEW,M,M
3,1330,Not Crowded,0,0,28.04,74.61,13.7,0.00,OVC,M,M
4,1030,Not Crowded,0,0,37.04,95.82,16.0,0.04,OVC,M,M
2,2030,Moderately Crowded,2,0.013513513513513514,26.96,78.00,8.0,0.00,FEW,FEW,M
4,2200,Not Crowded,4,0,75.92,57.96,8.0,0.00,CLR,M,M
5,900,Not Crowded,1,0.654320987654321,39.92,59.50,25.1,0.00,SCT,M,M
1,2230,Not Crowded,0,0,62.06,53.44,6.8,0.00,OVC,M,M
3,1200,Not Crowded,4,0,82.04,36.77,3.4,0.00,SCT,SCT,BKN
6,900,Not Crowded,4,0,82.04,79.35,3.4,0.00,OVC,M,M
5,1930,Moderately Crowded,3,0.43243243243243246,57.92,51.02,8.0,0.00,BKN,OVC,M
7,700,Not Crowded,3,0.6486486486486487,68.00,93.38,11.4,0.00,BKN,OVC,M
4,900,Moderately Crowded,1,0.037037037037037035,66.92,70.49,5.7,0.00,BKN,M,M
3,630,Not Crowded,0,0,42.08,91.98,18.2,0.08,FEW,BKN,OVC
4,1330,Not Crowded,3,0.4189189189189189,48.92,65.67,14.8,0.00,FEW,BKN,OVC
6,1000,Not Crowded,4,0,75.92,57.96,8.0,0.00,FEW,BKN,OVC
1,1400,Moderately Crowded,1,0.08641975308641975,77.00,64.30,10.3,0.00,SCT,BKN,BKN
6,1530,Moderately Crowded,2,0.16216216216216217,26.06,59.81,16.0,0.00,FEW,M,M
2,1200,Not Crowded,1,0.7037037037037037,55.04,89.40,18.2,0.08,SCT,BKN,OVC
5,1630,Pretty Crowded,3,0.0410958904109589,46.04,73.18,6.8,0.00,FEW,BKN,OVC
2,1600,Moderately Crowded,2,0.6756756756756757,39.92,50.46,11.4,0.00,FEW,BKN,M
2,1000,Not Crowded,0,0,32.00,85.12,12.5,0.00,OVC,M,M
7,1630,Moderately Crowded,4,0,82.94,47.52,11.4,0.00,FEW,BKN,M
7,600,Not Crowded,1,0.8518518518518519,26.96,71.69,6.8,0.00,FEW,FEW,M
1,700,Not Crowded,2,0.28378378378378377,26.06,80.96,6.8,0.00,FEW,SCT,BKN
7,1900,Moderately Crowded,3,0.2602739726027397,68.00,30.64,9.1,0.00,FEW,M,M
7,830,Not Crowded,0,0,59.00,59.58,8.0,0.00,FEW,M,M
3,1130,Moderately Crowded,1,0.6296296296296297,60.98,57.84,18.2,0.00,FEW,FEW,M
2,1530,Not Crowded,0,0,35.96,85.37,6.8,0.00,OVC,M,M
6,2000,Moderately Crowded,3,0.25675675675675674,46.94,58.33,11.4,0.00,FEW,BKN,M
3,630,Not Crowded,2,0.12162162162162163,-0.04,82.89,8.0,0.00,FEW,M,M
3,1900,Moderately Crowded,0,0,73.04,51.18,8.0,0.00,FEW,M,M
4,2100,Not Crowded,1,0.8148148148148148,57.92,80.55,19.4,0.00,OVC,M,M
1,1800,Pretty Crowded,1,0.1728395061728395,57.92,86.63,8.0,0.00,OVC,M,M
7,2330,Not Crowded,3,0.36486486486486486,42.08,59.36,9.1,0.00,CLR,M,M
7,1430,Not Crowded,0,0,59.00,89.57,14.8,0.04,BKN,BKN,OVC
6,1300,Not Crowded,0,0,84.92,56.98,12.5,0.00,FEW,BKN,BKN
7,1830,Not Crowded,3,0.7432432432432432,64.94,87.00,9.1,0.05,FEW,SCT,SCT
1,1900,Pretty Crowded,1,0.691358024691358,46.94,89.65,14.8,0.00,BKN,OVC,M
7,1800,Not Crowded,3,0.8378378378378378,51.08,63.22,12.5,0.00,BKN,BKN,M
7,1330,Not Crowded,2,0.2702702702702703,33.08,63.17,8.0,0.00,SCT,BKN,OVC
4,1830,Not Crowded,1,0.9876543209876543,46.94,68.28,16.0,0.00,FEW,FEW,M
7,1330,Not Crowded,4,0,80.06,66.70,4.6,0.00,BKN,OVC,M
4,2330,Not Crowded,0,0,59.00,72.01,12.5,0.00,FEW,BKN,M
5,1730,Not Crowded,0,0,64.04,67.46,11.4,0.00,FEW,BKN,M
4,1230,Moderately Crowded,2,0.04054054054054054,37.94,64.29,5.7,0.02,OVC,M,M
7,1930,Not Crowded,1,0.24691358024691357,69.98,45.57,13.7,0.00,CLR,M,M
6,1530,Not Crowded,4,0,78.08,62.05,9.1,0.00,FEW,BKN,OVC
1,1230,Moderately Crowded,2,0.5675675675675675,26.06,88.01,5.7,0.00,OVC,M,M
5,2330,Not Crowded,3,0.33783783783783783,41.00,82.09,12.5,0.00,SCT,OVC,M
3,900,Not Crowded,0,0,39.02,81.95,17.1,0.00,OVC,M,M
2,2300,Not Crowded,0,0,41.00,85.67,12.5,0.00,OVC,M,M
7,1530,Moderately Crowded,1,0.8518518518518519,39.02,75.69,9.1,0.00,FEW,FEW,BKN
6,700,Not Crowded,4,0,69.98,61.02,6.8,0.00,FEW,M,M
2,1630,Pretty Crowded,1,0.7901234567901234,37.94,72.87,9.1,0.00,FEW,FEW,M
6,2200,Not Crowded,1,0.8395061728395061,30.02,81.27,6.8,0.00,FEW,FEW,M
6,2030,Not Crowded,3,0.06756756756756757,48.92,35.80,3.4,0.00,CLR,M,M
7,1700,Not Crowded,4,0,80.96,49.09,8.0,0.00,FEW,M,M
5,630,Not Crowded,0,0,57.92,86.63,0.0,0.00,SCT,M,M
6,2230,Not Crowded,2,0.918918918918919,48.92,77.14,5.7,0.00,BKN,OVC,M
5,2000,Not Crowded,0,0,57.92,71.90,8.0,0.00,FEW,FEW,M
7,1830,Not Crowded,1,0.6790123456790124,50.00,56.30,9.1,0.00,FEW,M,M
6,630,Not Crowded,4,0,57.02,83.21,9.1,0.00,FEW,SCT,M
3,1130,Moderately Crowded,1,0.1111111111111111,60.08,51.34,17.1,0.00,BKN,M,M
3,730,Pretty Crowded,3,0.5945945945945946,46.04,62.56,11.4,0.00,FEW,M,M
1,1730,Jam Packed Very Crowded,3,0.0821917808219178,30.92,72.12,14.8,0.00,SCT,BKN,OVC
1,1230,Moderately Crowded,1,0.25925925925925924,66.92,46.98,8.0,0.00,FEW,SCT,BKN
5,1400,Not Crowded,0,0,46.04,51.03,5.7,0.00,FEW,SCT,M
4,2230,Not Crowded,1,0.037037037037037035,62.96,90.31,4.6,0.00,FEW,BKN,M
5,700,Not Crowded,3,0.05405405405405406,48.92,44.14,9.1,0.00,OVC,M,M
1,1130,Moderately Crowded,2,0.9459459459459459,51.08,79.48,3.4,0.00,OVC,M,M
1,1700,Jam Packed Very Crowded,2,0.5675675675675675,26.96,84.80,8.0,0.00,OVC,M,M
1,1700,Moderately Crowded,3,0.8513513513513513,57.92,47.22,11.4,0.00,FEW,FEW,M
5,1430,Not Crowded,3,0.7162162162162162,66.02,24.73,9.1,0.00,FEW,SCT,M
1,1730,Pretty Crowded,3,0.1780821917808219,48.92,35.80,17.1,0.00,FEW,FEW,M
2,1100,Moderately Crowded,3,0.0,53.06,41.05,4.6,0.00,FEW,M,M
4,1630,Pretty Crowded,3,0.04054054054054054,64.94,46.67,8.0,0.00,FEW,FEW,SCT
4,1500,Not Crowded,4,0,71.06,86.77,8.0,0.03,SCT,BKN,OVC
2,1100,Moderately Crowded,3,0.4864864864864865,50.00,96.05,10.3,0.00,OVC,M,M
5,600,Not Crowded,4,0,69.98,68.13,9.1,0.00,FEW,M,M
7,2330,Not Crowded,3,0.1643835616438356,50.00,96.05,8.0,0.00,OVC,M,M
3,1200,Not Crowded,0,0,73.94,55.49,13.7,0.00,FEW,FEW,M
6,1530,Moderately Crowded,1,0.7530864197530864,28.04,88.12,20.5,0.00,BKN,BKN,OVC
7,1930,Moderately Crowded,1,0.7654320987654321,23.00,77.64,12.5,0.00,SCT,BKN,BKN
3,2130,Moderately Crowded,1,0.2839506172839506,51.98,56.58,6.8,0.00,CLR,M,M
7,2300,Not Crowded,2,0.4594594594594595,32.00,81.42,8.0,0.00,CLR,M,M
7,1200,Not Crowded,0,0,50.00,45.97,20.5,0.00,FEW,BKN,M
4,1000,Not Crowded,1,0.8148148148148148,53.96,89.95,16.0,0.05,FEW,BKN,OVC
1,2030,Pretty Crowded,2,0.3783783783783784,32.00,88.32,3.4,0.00,FEW,M,M
1,1700,Moderately Crowded,4,0,84.02,49.22,11.4,0.00,FEW,BKN,M
6,2230,Not Crowded,0,0,46.94,100.00,3.4,0.00,OVC,M,M
2,2200,Not Crowded,4,0,69.98,54.94,0.0,0.00,CLR,M,M
6,2000,Moderately Crowded,3,0.1506849315068493,32.00,53.60,14.8,0.00,SCT,BKN,M
3,1030,Not Crowded,2,0.3108108108108108,26.96,57.63,12.5,0.00,OVC,M,M
1,600,Not Crowded,3,0.0945945945945946,42.98,67.81,3.4,0.00,BKN,M,M
2,1100,Moderately Crowded,2,0.9594594594594594,50.00,89.17,12.5,0.00,OVC,M,M
1,2000,Jam Packed Very Crowded,1,0.0,60.98,72.22,3.4,0.00,CLR,M,M
6,2230,Not Crowded,1,0.2345679012345679,55.94,64.28,8.0,0.00,BKN,M,M
3,930,Not Crowded,4,0,66.92,67.79,9.1,0.00,BKN,M,M
4,1530,Moderately Crowded,2,0.22972972972972974,28.04,57.79,0.0,0.00,FEW,SCT,M
5,2100,Not Crowded,3,0.6216216216216216,64.94,84.26,0.0,0.00,BKN,BKN,OVC
2,1030,Moderately Crowded,1,0.7037037037037037,55.04,79.80,25.1,0.00,BKN,OVC,M
1,830,Not Crowded,4,0,77.00,59.98,10.3,0.00,SCT,BKN,M
1,1400,Moderately Crowded,1,0.691358024691358,53.96,50.42,16.0,0.00,FEW,BKN,OVC
4,2030,Not Crowded,3,0.7972972972972973,71.06,52.95,8.0,0.00,BKN,M,M
3,1730,Pretty Crowded,2,0.6891891891891891,32.00,88.32,23.9,0.00,FEW,OVC,M
1,800,Moderately Crowded,1,0.25925925925925924,64.04,74.94,9.1,0.00,FEW,SCT,M
4,900,Not Crowded,3,0.2191780821917808,50.00,37.36,10.3,0.00,FEW,M,M
6,930,Not Crowded,0,0,71.96,81.57,6.8,0.00,FEW,SCT,BKN
5,1130,Not Crowded,0,0,64.04,77.92,17.1,0.00,BKN,BKN,OVC
7,1230,Not Crowded,2,0.6486486486486487,39.02,72.46,11.4,0.00,BKN,OVC,M
4,630,Not Crowded,4,0,68.00,75.78,0.0,0.00,FEW,M,M
6,730,Not Crowded,1,0.9259259259259259,30.02,95.69,4.6,0.00,OVC,M,M
3,1730,Not Crowded,4,0,80.06,43.56,6.8,0.00,FEW,M,M
2,2230,Not Crowded,3,0.20270270270270271,51.98,25.79,9.1,0.00,FEW,BKN,M
7,1000,Not Crowded,1,0.5925925925925926,48.92,44.14,10.3,0.00,CLR,M,M
2,800,Not Crowded,4,0,73.04,51.18,11.4,0.00,CLR,M,M
6,2230,Not Crowded,0,0,66.92,93.35,5.7,0.00,BKN,OVC,M
3,1700,Not Crowded,0,0,26.96,78.00,12.5,0.00,OVC,M,M
2,2100,Not Crowded,4,0,62.96,72.42,12.5,0.00,FEW,FEW,M
7,1500,Moderately Crowded,1,0.07407407407407407,73.04,68.47,9.1,0.00,FEW,BKN,M
4,1500,Moderately Crowded,1,0.6419753086419753,44.96,73.59,20.5,0.00,BKN,M,M
2,1030,Not Crowded,4,0,84.02,58.65,5.7,0.00,FEW,BKN,M
7,1100,Moderately Crowded,1,0.9382716049382716,44.96,65.18,5.7,0.00,FEW,FEW,M
1,1630,Not Crowded,2,0.1891891891891892,3.92,59.50,12.5,0.00,FEW,M,M
6,1030,Not Crowded,1,0.49382716049382713,44.96,92.72,12.5,0.03,BKN,OVC,M
1,600,Not Crowded,2,0.1891891891891892,-4.00,67.94,12.5,0.00,FEW,M,M
3,1830,Not Crowded,0,0,84.92,56.98,6.8,0.00,FEW,BKN,M
4,1530,Not Crowded,4,0,84.02,45.90,16.0,0.00,SCT,BKN,M
6,1430,Moderately Crowded,2,0.8243243243243243,37.94,75.58,8.0,0.00,BKN,OVC,M
6,900,Moderately Crowded,3,0.2465753424657534,64.04,44.64,3.4,0.00,CLR,M,M
6,900,Moderately Crowded,2,0.35135135135135137,37.94,78.96,9.1,0.00,BKN,OVC,M
2,1530,Moderately Crowded,1,0.7901234567901234,39.02,72.46,11.4,0.00,FEW,FEW,M
5,1930,Moderately Crowded,3,0.136986301369863,33.98,53.91,13.7,0.00,FEW,SCT,M
5,930,Moderately Crowded,1,0.13580246913580246,55.04,56.62,23.9,0.00,FEW,SCT,M
5,1900,Moderately Crowded,2,0.24324324324324326,26.96,81.03,10.3,0.04,SCT,OVC,M
4,1730,Pretty Crowded,4,0,75.92,40.16,3.4,0.00,FEW,FEW,M
2,1430,Moderately Crowded,3,0.4864864864864865,50.00,96.05,10.3,0.00,OVC,M,M
1,1200,Moderately Crowded,3,0.28378378378378377,46.04,76.35,22.8,0.00,OVC,M,M
5,700,Not Crowded,0,0,71.06,84.10,6.8,0.00,SCT,M,M
4,2100,Pretty Crowded,3,0.04054054054054054,55.04,44.80,8.0,0.00,SCT,BKN,M
3,2300,Not Crowded,2,0.8783783783783784,48.92,77.14,13.7,0.00,SCT,BKN,OVC
3,900,Not Crowded,3,0.5,57.92,93.10,6.8,0.00,OVC,M,M
4,1600,Moderately Crowded,3,0.8918918918918919,80.06,54.23,5.7,0.00,SCT,BKN,BKN
7,1830,Moderately Crowded,2,0.8378378378378378,48.02,65.56,19.4,0.00,FEW,SCT,BKN
1,2330,Not Crowded,2,0.7567567567567568,28.04,81.11,14.8,0.00,BKN,OVC,M
3,2130,Moderately Crowded,1,0.7160493827160493,48.02,70.86,11.4,0.00,OVC,M,M
6,1530,Moderately Crowded,1,0.2345679012345679,64.94,44.78,9.1,0.00,BKN,M,M
5,1500,Jam Packed Very Crowded,2,0.05405405405405406,39.92,100.00,5.7,0.04,OVC,M,M
1,1630,Not Crowded,4,0,75.02,75.93,9.1,0.00,SCT,SCT,BKN
5,1830,Not Crowded,0,0,30.92,63.36,6.8,0.00,SCT,BKN,M
5,830,Pretty Crowded,3,0.8108108108108109,75.02,70.88,6.8,0.00,FEW,FEW,BKN
4,900,Not Crowded,4,0,75.92,64.17,9.1,0.00,FEW,SCT,M
2,1300,Moderately Crowded,2,0.10810810810810811,10.04,60.42,17.1,0.00,FEW,M,M
2,1900,Pretty Crowded,2,0.581081081081081,28.94,84.93,10.3,0.01,OVC,M,M
5,2300,Not Crowded,1,0.9135802469135802,35.06,95.79,9.1,0.00,OVC,M,M
4,1630,Moderately Crowded,2,0.7972972972972973,30.92,85.05,11.4,0.00,OVC,M,M
4,1730,Moderately Crowded,3,0.9864864864864865,66.02,69.94,14.8,0.00,FEW,BKN,OVC
7,2300,Not Crowded,0,0,73.94,81.71,3.4,0.00,FEW,FEW,M
2,2030,Not Crowded,4,0,71.96,57.05,5.7,0.00,FEW,M,M
5,1900,Not Crowded,4,0,84.02,56.51,11.4,0.00,BKN,BKN,M
6,1430,Moderately Crowded,1,0.9259259259259259,44.06,59.64,8.0,0.00,SCT,M,M
7,2100,Not Crowded,4,0,73.40,78.19,9.1,0.00,SCT,M,M
3,2330,Not Crowded,0,0,35.06,66.36,22.8,0.00,OVC,M,M
7,1500,Not Crowded,2,0.8378378378378378,51.08,56.05,20.5,0.00,FEW,SCT,OVC
3,2200,Not Crowded,0,0,78.98,66.58,5.7,0.00,SCT,M,M
4,1330,Not Crowded,4,0,66.92,61.03,12.5,0.00,FEW,FEW,BKN
4,830,Not Crowded,2,0.32432432432432434,33.98,78.62,14.8,0.00,FEW,BKN,M
3,1600,Not Crowded,2,0.7837837837837838,30.92,35.84,4.6,0.00,BKN,BKN,M
1,1700,Pretty Crowded,3,0.47297297297297297,64.04,62.71,11.4,0.00,FEW,SCT,SCT
6,2300,Not Crowded,0,0,46.94,100.00,0.0,0.00,OVC,M,M
6,1000,Not Crowded,0,0,44.96,68.05,6.8,0.00,FEW,M,M
2,1400,Not Crowded,4,0,75.92,55.77,9.1,0.00,BKN,M,M
5,1200,Pretty Crowded,3,0.527027027027027,78.08,62.05,8.0,0.00,SCT,BKN,BKN
7,700,Not Crowded,3,0.1643835616438356,35.06,69.40,17.1,0.00,OVC,M,M
1,1230,Moderately Crowded,3,0.1780821917808219,46.04,49.19,16.0,0.00,FEW,BKN,BKN
5,2200,Not Crowded,3,0.7162162162162162,51.98,46.28,6.8,0.00,BKN,M,M
4,1830,Not Crowded,0,0,75.20,83.32,16.0,0.00,BKN,BKN,BKN
5,630,Not Crowded,2,0.8108108108108109,21.02,80.55,4.6,0.00,FEW,M,M
2,830,Pretty Crowded,3,0.581081081081081,48.02,65.56,21.7,0.00,OVC,M,M
3,1330,Not Crowded,0,0,41.00,79.21,16.0,0.00,OVC,M,M
5,1700,Pretty Crowded,1,0.3950617283950617,60.08,64.35,14.8,0.03,OVC,M,M
5,2230,Not Crowded,4,0,69.08,56.66,3.4,0.00,SCT,M,M
1,1230,Moderately Crowded,2,0.0,30.02,71.48,11.4,0.00,FEW,BKN,BKN
2,800,Not Crowded,2,0.3918918918918919,35.96,81.72,19.4,0.00,OVC,M,M
5,2230,Not Crowded,2,0.24324324324324326,26.06,80.96,10.3,0.00,BKN,M,M
2,1800,Not Crowded,0,0,30.02,78.27,12.5,0.00,OVC,M,M
4,1500,Not Crowded,0,0,30.92,63.36,14.8,0.00,SCT,BKN,M
2,2330,Not Crowded,3,0.4864864864864865,46.94,96.66,8.0,0.00,VV ,M,M
4,1430,Moderately Crowded,2,0.8918918918918919,48.02,70.86,9.1,0.00,BKN,OVC,M
4,1400,Not Crowded,4,0,87.08,30.05,14.8,0.00,SCT,M,M
1,2330,Not Crowded,3,0.273972602739726,55.04,54.67,11.4,0.00,OVC,M,M
4,1930,Moderately Crowded,3,0.4189189189189189,46.04,62.56,5.7,0.00,FEW,M,M
3,1100,Moderately Crowded,0,0,78.08,46.49,12.5,0.00,CLR,M,M
1,1630,Moderately Crowded,0,0,82.04,38.00,16.0,0.00,FEW,M,M
1,800,Not Crowded,0,0,46.04,92.75,16.0,0.05,OVC,M,M
2,830,Not Crowded,4,0,73.04,55.01,3.4,0.00,BKN,M,M
6,1800,Not Crowded,4,0,71.06,78.49,6.8,0.00,FEW,BKN,OVC
4,630,Not Crowded,3,0.13513513513513514,46.94,96.66,5.7,0.02,OVC,M,M
6,2030,Not Crowded,3,0.5405405405405406,48.92,77.14,9.1,0.00,FEW,SCT,SCT
5,1100,Not Crowded,3,0.7162162162162162,62.06,29.69,9.1,0.00,FEW,M,M
6,2100,Not Crowded,0,0,73.94,81.71,5.7,0.00,FEW,SCT,M
2,1130,Moderately Crowded,3,0.7702702702702703,71.96,78.57,16.0,0.00,OVC,M,M
3,1030,Moderately Crowded,3,0.3013698630136986,64.94,43.26,9.1,0.00,FEW,SCT,OVC
4,1830,Not Crowded,1,0.12345679012345678,55.04,66.41,11.4,0.00,FEW,M,M
1,1930,Moderately Crowded,3,0.3783783783783784,46.94,55.85,9.1,0.00,FEW,SCT,M
3,1600,Not Crowded,0,0,37.94,92.49,19.4,0.00,OVC,M,M
1,1800,Pretty Crowded,2,0.47297297297297297,26.06,74.41,13.7,0.02,OVC,M,M
3,2330,Not Crowded,4,0,53.96,83.00,5.7,0.00,BKN,M,M
4,830,Not Crowded,0,0,60.08,77.59,13.7,0.00,BKN,M,M
3,1230,Not Crowded,2,0.7837837837837838,26.96,42.14,11.4,0.00,FEW,M,M
